index,prompt_raw,target_text,length,level
00140,"A cozy bakery interior with a glass display case showcasing an assortment of gluten-free pastries and cakes. The display case label prominently reads ""GlutenFree Delights"" in elegant, cursive font, reflecting the bakery's commitment to dietary needs. Soft, warm lighting enhances the inviting atmosphere.",GlutenFree Delights,18,Hard
00141,"A cozy bookstore interior with a wooden shelf marker prominently displaying ""Staff Pick Book 15"" next to a stack of books, warm lighting, and a subtle background of book-filled shelves.",Staff Pick Book 15,15,Hard
00142,"A close-up of a spacesuit arm patch that reads ""Mission to Europa"", set against the backdrop of a futuristic space station orbiting the icy moon of Jupiter, Europa. The patch features intricate details of a spacecraft and the Europa logo.",Mission to Europa,15,Hard
00143,"A movie set with a clapperboard slate prominently displaying ""Scene 7 Take 3"", surrounded by film crew members preparing for the shot, with cameras and lights set up in a realistic, detailed scene.",Scene 7 Take 3,11,Hard
00144,"A digital scoreboard at a bustling stadium, illuminated with bright lights, flashes ""Home Team Wins"" in large, vibrant letters, as the crowd erupts in cheers and confetti falls from the sky.",Home Team Wins,12,Hard
00145,"A fast food drive-thru menu illuminated at night, featuring a peculiar add-on item: ""Add Regret 000"". The neon lights cast a surreal glow, emphasizing the eerie and mysterious nature of this unconventional menu option.",Add Regret 000,12,Hard
00146,"A detective's office door, slightly ajar, with a brass plaque reading ""No Case Too Small Maybe"" prominently displayed. The scene is dimly lit, with a vintage lamp casting a warm glow, emphasizing the worn, mysterious atmosphere of the room.",No Case Too Small Maybe,19,Hard
00147,"A bustling amusement park with a vibrant entrance arch prominently displaying ""Height Limit 48in"", surrounded by excited children and their parents, with colorful banners and playful music in the background.",Height Limit 48in,15,Hard
00148,"A time capsule buried in a grassy park, surrounded by autumn leaves and a small crowd of curious onlookers. A bronze plaque reads ""Open 2050"", reflecting the warm sunlight and the anticipation of the moment.",Open 2050,8,Medium
00149,"A close-up of a spacesuit glove, showcasing the intricate embroidery that reads ""Mars Base Alpha Crew"", set against the backdrop of a dusty Martian landscape. The glove is slightly worn, hinting at the challenges faced by the crew.",Mars Base Alpha Crew,17,Hard
00150,"A weathered bottle, half-buried in sandy shores, with a parchment note inside reading ""Help Stranded"". The scene is bathed in the warm, golden light of a setting sun, emphasizing the urgency and isolation of the message.",Help Stranded,12,Hard
00151,"A digital alarm clock with a sleek, modern design sits on a bedside table, projecting the phrase ""SLEEP IS FOR WEAK"" in bold, red letters onto the ceiling of a dimly lit bedroom.",SLEEP IS FOR WEAK,14,Hard
00152,"A gritty urban scene with vibrant graffiti on a subway wall, prominently featuring the bold text ""Revolution Now"" in dynamic, eye-catching colors, surrounded by tags and murals, under the dim light of a streetlamp.",Revolution Now,13,Hard
00153,"A prehistoric cave wall adorned with ancient paintings, featuring a mammoth with a speech bubble that reads ""Ooga Booga"", surrounded by crude handprints and other wildlife illustrations, illuminated by the flicker of a torch.",Ooga Booga,9,Medium
00154,"Retro diner jukebox with a shiny vinyl finish, illuminated by soft neon lights, playing ""50s Hits Only"" sticker prominently displayed on the selection panel, surrounded by vintage diner decor.",50s Hits Only,11,Hard
00155,"Ancient temple wall with intricate stone carvings, prominently featuring the phrase ""Wisdom Here"" in an elegant, ancient script, surrounded by weathered symbols and decorative motifs, bathed in soft, golden sunlight.",Wisdom Here,10,Medium
00156,"A vibrant candy shop window adorned with a playful decal announcing ""Free Samples Today"", surrounded by an array of colorful sweets and lollipops, with sunlight streaming through, creating a joyful and inviting atmosphere.",Free Samples Today,16,Hard
00157,"A baking show contestant stands proudly in the kitchen, wearing an apron embroidered with ""Star Baker"". The warm, golden light from the overhead lamps highlights the intricate embroidery and the contestant's focused expression as they prepare a dessert.",Star Baker,9,Medium
00158,"""Exquisite"" written in modern calligraphy, with elegant, flowing strokes on a minimalist white background, showcasing the beauty and precision of the script.",Exquisite,9,Medium
00159,"A purple flower with a delicate crown on its head, featuring a speech bubble that says ""I am a purple flower"", set against a serene garden backdrop.",I am a purple flower,16,Hard
00160,"A close-up of a candle with the label ""Vanilla Scent"" prominently displayed, set against a warm, cozy background with soft lighting, capturing the essence of a relaxing evening.",Vanilla Scent,12,Hard
00161,"A close-up of a calculator screen displaying ""Error 404"", set against a blurred background of math books and a desk, with a faint glow around the screen to highlight the error message.",Error 404,8,Medium
00162,"Retro diner menu board with a vintage 1950s aesthetic, prominently displaying ""Burger Meal 5"" in bold, neon-colored letters. The board is slightly weathered, with a classic checkered pattern in the background, evoking a nostalgic feel of a classic American diner.",Burger Meal 5,11,Hard
00163,"A vibrant candy wrapper design featuring ""Choco Crunch"", with a playful, colorful background and the brand name prominently displayed in bold, eye-catching letters. The wrapper includes illustrations of chocolate chunks and crunchy elements, enhancing the product's appeal.",Choco Crunch,11,Hard
00164,"An astronaut’s boot print, clearly marked ""First Step Here"", embedded in the fine lunar soil, under the stark light of the sun, with the Earth hanging low in the black sky above.",First Step Here,13,Hard
00165,"A vibrant urban wall features bold, dynamic graffiti spelling ""Revolution Now"" in striking colors, capturing the energy and urgency of a movement. The graffiti stands out against a textured, weathered background, with shadows and highlights adding depth and realism to the scene.",Revolution Now,13,Hard
00166,"A close-up of a modern pizza box with the logo ""Slice Heaven"" prominently displayed, featuring a heavenly slice of pizza with a glowing halo above it, set against a warm, inviting background.",Slice Heaven,11,Hard
00167,"A rustic farmer’s barn door with a weathered sign warning ""Beware of Zombie Cows"", set against a misty, early morning backdrop. The door shows signs of age and use, with the sign adding a touch of eerie humor to the scene.",Beware of Zombie Cows,18,Hard
00168,"A high-resolution screen displays the rocket launch countdown, showing ""321Liftoff"" in bold, illuminated digits against a dark background, surrounded by the serene landscape of a launch pad at twilight, with distant mountains and a faint starry sky.",321Liftoff,10,Medium
00169,"A protestor holds a hand-painted sign demanding ""Equal Rights Now"", standing in a crowded urban street, surrounded by other demonstrators and onlookers, under a gray, overcast sky.",Equal Rights Now,14,Hard
00170,"A bustling city street at dusk, with a cozy bookstore's window display prominently featuring a ""Bestseller List"" surrounded by neatly arranged books and warm, inviting lighting.",Bestseller List,14,Hard
00171,"A quiet library interior with a wooden desk, prominently displaying a brass plaque engraved with ""Silence is Golden"", surrounded by stacks of books and soft, ambient lighting.",Silence is Golden,15,Hard
00172,"A neon sign outside a tattoo parlor reads ""Ink Dreams Studio"", casting vibrant colors against the night sky, with reflections on the wet pavement below.",Ink Dreams Studio,15,Hard
00173,"A close-up of a wine bottle with an intricate label titled ""Dragons Breath 2023"", featuring a fiery dragon exhaling smoke over a vineyard at sunset, with elegant cursive text and a gold border.",Dragons Breath 2023,17,Hard
00174,"A realistic visualization of a black hole, with a swirling accretion disk that glows intensely. The disk forms the words ""Event Horizon Ahead"" in luminous, swirling gases, set against the dark void of space.",Event Horizon Ahead,17,Hard
00175,"A futuristic spaceship control room with a control panel featuring a prominently displayed, glowing red button labeled ""DO NOT PRESS"", surrounded by various screens and instruments, bathed in the ambient blue and green lights of the ship's technology.",DO NOT PRESS,10,Medium
00176,"A bustling farmer’s market stall labeled ""Organic Apples 3"", featuring a variety of fresh, vibrant apples arranged neatly in wooden crates. The stall is surrounded by happy shoppers, with sunlight filtering through a canopy of leaves, creating a warm, inviting atmosphere.",Organic Apples 3,14,Hard
00177,"A close-up of a spacesuit arm patch featuring the mission designation ""Project Event Horizon"", set against the backdrop of a futuristic space station, with intricate details on the patch and a subtle glow highlighting the text.",Project Event Horizon,19,Hard
